DATE,PRECIPITATION_INCHES,MIN_TEMPERATURE_F,MAX_TEMPERATURE_F,AVG_TEMPERATURE_F,AVG_WIND_SPEED_MPH,SNOWFALL_INCHES,FOG,HEAVY_FOG,THUNDER,HAIL,SMOKE
2016-02-17,0.47,47,63,52,6.04,0.0,True,False,False,False,False
2016-02-18,0.12,44,51,49,10.51,0.0,False,False,False,False,False
2016-02-19,0.4,39,50,47,11.63,0.0,True,False,False,True,False
2016-02-20,0.0,38,51,43,8.05,0.0,False,False,False,False,False
2016-02-21,0.05,35,50,42,7.61,0.0,True,False,False,False,False
2016-02-22,0.17,36,51,45,6.71,0.0,False,False,False,False,False
2016-02-23,0.0,34,58,44,9.62,0.0,True,False,False,False,False
2016-02-24,0.02,43,57,51,2.91,0.0,False,False,False,False,False
2016-02-25,0.0,39,62,49,2.91,0.0,True,False,False,False,False
2016-02-26,0.17,44,57,52,3.58,0.0,True,False,False,False,False
2016-02-27,0.13,47,56,50,5.59,0.0,True,True,False,False,False
2016-02-28,0.82,40,50,49,12.53,0.0,True,False,False,False,False
2016-02-29,0.09,42,53,45,5.14,0.0,False,False,False,False,False
2016-03-01,0.81,43,57,49,13.42,0.0,True,False,False,False,False
2016-03-02,0.28,45,54,47,10.07,0.0,True,False,False,False,False
2016-03-03,0.03,48,58,51,10.29,0.0,False,False,False,False,False
2016-03-04,0.16,42,55,49,5.37,0.0,False,False,False,False,False
2016-03-05,0.19,47,64,52,9.84,0.0,False,False,False,False,False
2016-03-06,0.16,43,59,53,10.29,0.0,False,False,False,False,False
2016-03-07,0.2,40,51,45,12.53,0.0,True,False,False,False,False
2016-03-08,0.14,39,53,44,6.71,0.0,True,False,False,False,False
2016-03-09,0.93,42,55,46,12.08,0.0,True,False,False,False,False
2016-03-10,0.23,42,55,50,15.43,0.0,True,False,False,False,False
2016-03-11,0.32,36,60,45,6.04,0.0,True,False,False,False,False
2016-03-12,0.15,40,50,47,12.08,0.0,False,False,False,False,False
2016-03-13,0.62,39,54,44,14.99,0.0,True,False,False,False,False
2016-03-14,0.25,39,47,42,15.43,0.0,True,False,False,False,False
2016-03-15,0.0,38,50,42,10.51,0.0,False,False,False,False,False
2016-03-16,0.0,39,53,45,6.04,0.0,False,False,False,False,False
2016-03-17,0.0,34,57,44,11.63,0.0,False,False,False,False,False
2016-03-18,0.0,47,63,53,14.54,0.0,False,False,False,False,False
2016-03-19,0.0,50,61,55,4.47,0.0,False,False,False,False,False
2016-03-20,0.17,48,54,52,4.7,0.0,True,False,False,False,False
2016-03-21,0.34,46,55,50,7.38,0.0,True,False,False,False,False
2016-03-22,0.0,44,55,48,12.08,0.0,False,False,False,False,False
2016-03-23,0.23,45,51,48,12.3,0.0,True,False,False,False,False
2016-03-24,0.0,43,52,47,14.99,0.0,False,False,False,False,False
2016-03-25,0.0,43,56,47,6.26,0.0,False,False,False,False,False
2016-03-26,0.13,42,58,49,4.7,0.0,True,False,False,False,False
2016-03-27,0.18,40,55,50,14.54,0.0,True,False,False,False,False
2016-03-28,0.0,38,55,44,5.59,0.0,False,False,False,False,False
2016-03-29,0.0,40,63,49,9.62,0.0,False,False,False,False,False
2016-03-30,0.0,42,68,54,4.47,0.0,False,False,False,False,False
2016-03-31,0.0,47,71,58,3.13,0.0,False,False,False,False,False
2016-04-01,0.0,48,71,59,4.25,0.0,False,False,False,False,False
2016-04-02,0.0,46,62,54,5.82,0.0,True,False,False,False,False
2016-04-03,0.16,45,68,54,5.82,0.0,True,False,False,False,False
2016-04-04,0.03,45,58,54,15.66,0.0,False,False,False,False,False
2016-04-05,0.0,44,56,49,8.5,0.0,False,False,False,False,False
2016-04-06,0.0,44,69,53,8.72,0.0,False,False,False,False,False
2016-04-07,0.0,50,78,59,9.4,0.0,False,False,False,False,False
2016-04-08,0.0,50,76,63,7.61,0.0,False,False,False,False,False
2016-04-09,0.0,47,64,56,4.92,0.0,True,False,False,False,False
2016-04-10,0.0,46,58,53,7.61,0.0,False,False,False,False,False
2016-04-11,0.0,48,58,52,7.38,0.0,False,False,False,False,False
2016-04-12,0.32,44,57,52,9.84,0.0,True,False,False,False,False
2016-04-13,0.1,44,58,48,6.04,0.0,True,False,False,False,False
2016-04-14,0.15,44,59,51,6.93,0.0,True,False,False,False,False
2016-04-15,0.0,47,59,51,7.16,0.0,False,False,False,False,False
2016-04-16,0.0,44,67,53,5.37,0.0,False,False,False,False,False
2016-04-17,0.0,48,80,60,8.72,0.0,False,False,False,False,False
2016-04-18,0.0,54,89,70,5.14,0.0,False,False,False,False,False
2016-04-19,0.0,56,84,71,4.92,0.0,False,False,False,False,False
2016-04-20,0.0,53,81,67,5.37,0.0,False,False,False,False,False
2016-04-21,0.0,51,72,62,7.83,0.0,False,False,False,False,False
2016-04-22,0.0,52,62,60,9.62,0.0,False,False,False,False,False
2016-04-23,0.01,51,64,56,11.41,0.0,False,False,False,False,False
2016-04-24,0.3,46,55,52,9.17,0.0,True,False,False,False,False
2016-04-25,0.11,44,59,48,5.37,0.0,True,False,False,False,False
2016-04-26,0.0,43,59,51,4.92,0.0,False,False,False,False,False
2016-04-27,0.0,48,63,53,4.7,0.0,False,False,False,False,False
2016-04-28,0.0,50,63,55,5.82,0.0,False,False,False,False,False
2016-04-29,0.01,48,61,53,4.47,0.0,False,False,False,False,False
2016-04-30,0.0,45,67,55,6.71,0.0,False,False,False,False,False
2016-05-01,0.0,50,79,61,9.84,0.0,False,False,False,False,False
2016-05-02,0.0,54,87,71,4.92,0.0,False,False,False,False,False
2016-05-03,0.0,56,72,67,6.49,0.0,False,False,False,False,False
2016-05-04,0.0,52,60,58,8.95,0.0,False,False,False,False,False
2016-05-05,0.0,48,68,57,8.95,0.0,False,False,False,False,False
2016-05-06,0.0,50,77,63,10.51,0.0,False,False,False,False,False
2016-05-07,0.0,52,82,67,6.71,0.0,False,False,False,False,False
2016-05-08,0.03,48,66,60,9.84,0.0,True,False,False,False,False
2016-05-09,0.0,46,67,54,5.82,0.0,False,False,False,False,False
2016-05-10,0.0,47,75,60,6.71,0.0,False,False,False,False,False
2016-05-11,0.0,52,80,65,5.59,0.0,False,False,False,False,False
2016-05-12,0.0,49,76,64,4.92,0.0,False,False,False,False,False
2016-05-13,0.0,50,84,65,9.17,0.0,False,False,False,False,False
2016-05-14,0.02,53,58,61,6.93,0.0,False,False,False,False,False
2016-05-15,0.02,52,56,54,6.04,0.0,True,False,False,False,False
2016-05-16,0.06,50,59,54,5.14,0.0,True,False,False,False,False
2016-05-17,0.0,51,69,58,7.83,0.0,False,False,False,False,False
2016-05-18,0.0,51,65,60,6.71,0.0,False,False,False,False,False
2016-05-19,0.5,48,63,54,9.4,0.0,True,False,False,False,False
2016-05-20,0.0,49,66,54,7.38,0.0,False,False,False,False,False
2016-05-21,0.21,50,58,56,9.62,0.0,True,False,False,False,False
2016-05-22,0.0,52,66,56,12.3,0.0,False,False,False,False,False
2016-05-23,0.0,53,66,58,6.71,0.0,False,False,False,False,False
2016-05-24,0.0,55,66,59,4.47,0.0,False,False,False,False,False
2016-05-25,0.0,53,65,59,8.95,0.0,False,False,False,False,False
2016-05-26,0.0,51,62,55,10.51,0.0,False,False,False,False,False
2016-05-27,0.0,49,64,55,9.62,0.0,False,False,False,False,False
2016-05-28,0.1,49,62,55,10.07,0.0,True,False,False,False,False
2016-05-29,0.0,52,64,56,10.74,0.0,True,False,False,False,False
2016-05-30,0.0,48,72,58,9.62,0.0,False,False,False,False,False
2016-05-31,0.0,52,80,65,6.49,0.0,False,False,False,False,False
2016-06-01,0.04,55,74,67,7.83,0.0,False,False,False,False,False
2016-06-02,0.01,58,70,63,10.74,0.0,False,False,False,False,False
2016-06-03,0.0,56,82,65,8.05,0.0,False,False,False,False,False
2016-06-04,0.0,62,85,71,12.3,0.0,False,False,False,False,False
2016-06-05,0.0,64,93,76,7.61,0.0,False,False,False,False,False
2016-06-06,0.0,62,88,77,7.61,0.0,False,False,False,False,False
2016-06-07,0.0,59,84,72,6.93,0.0,False,False,False,False,False
2016-06-08,0.01,55,67,65,10.74,0.0,False,False,False,False,False
2016-06-09,0.13,51,64,58,7.16,0.0,True,False,False,False,False
2016-06-10,0.18,49,65,56,9.84,0.0,True,False,False,False,False
2016-06-11,0.0,50,67,55,7.16,0.0,True,False,False,False,False
2016-06-12,0.0,53,70,60,7.16,0.0,False,False,False,False,False
2016-06-13,0.0,49,65,59,12.3,0.0,False,False,False,False,False
2016-06-14,0.02,47,60,54,13.65,0.0,True,False,False,False,False
2016-06-15,0.0,44,66,53,7.16,0.0,False,False,False,False,False
2016-06-16,0.0,51,70,58,7.61,0.0,False,False,False,False,False
2016-06-17,0.14,50,69,60,7.61,0.0,True,False,False,False,False
2016-06-18,0.0,52,66,56,9.4,0.0,True,False,True,False,False
2016-06-19,0.0,48,72,58,10.74,0.0,False,False,False,False,False
2016-06-20,0.55,55,75,62,8.5,0.0,True,False,True,False,False
2016-06-21,0.0,54,71,62,9.62,0.0,False,False,False,False,False
2016-06-22,0.0,55,75,63,4.92,0.0,False,False,False,False,False
2016-06-23,0.35,53,68,61,8.72,0.0,True,False,False,False,False
2016-06-24,0.34,52,69,58,9.62,0.0,True,False,False,False,False
2016-06-25,0.0,56,72,61,8.28,0.0,True,False,False,False,False
2016-06-26,0.0,56,80,65,10.96,0.0,False,False,False,False,False
2016-06-27,0.0,58,85,71,5.82,0.0,False,False,False,False,True
2016-06-28,0.0,54,76,65,6.71,0.0,False,False,False,False,False
2016-06-29,0.0,55,72,63,6.04,0.0,False,False,False,False,False
2016-06-30,0.0,55,73,62,4.7,0.0,False,False,False,False,False
2016-07-01,0.0,55,75,63,6.04,0.0,False,False,False,False,False
2016-07-02,0.0,57,75,67,7.16,0.0,False,False,False,False,False
2016-07-03,0.0,56,71,62,5.82,0.0,True,False,False,False,False
2016-07-04,0.0,56,69,62,7.61,0.0,False,False,False,False,False
2016-07-05,0.0,55,67,60,4.7,0.0,True,False,False,False,False
2016-07-06,0.01,56,76,62,5.82,0.0,False,False,False,False,False
2016-07-07,0.12,58,68,65,6.71,0.0,True,False,False,False,False
2016-07-08,0.24,58,72,62,8.05,0.0,True,False,False,False,False
2016-07-09,0.01,56,71,62,6.93,0.0,True,False,False,False,False
2016-07-10,0.0,56,73,63,5.59,0.0,False,False,False,False,False
2016-07-11,0.0,57,73,63,8.05,0.0,False,False,False,False,False
2016-07-12,0.0,59,76,65,7.61,0.0,False,False,False,False,False
2016-07-13,0.0,57,74,65,6.93,0.0,False,False,False,False,False
2016-07-14,0.0,57,76,66,8.05,0.0,False,False,False,False,False
2016-07-15,0.0,56,76,65,7.38,0.0,False,False,False,False,False
2016-07-16,0.0,57,73,64,6.49,0.0,False,False,False,False,False
2016-07-17,0.0,58,79,66,4.7,0.0,False,False,False,False,False
2016-07-18,0.01,60,71,65,6.71,0.0,False,False,False,False,False
2016-07-19,0.0,60,77,66,6.26,0.0,False,False,False,False,False
2016-07-20,0.0,60,80,68,5.82,0.0,False,False,False,False,False
2016-07-21,0.0,58,84,70,9.4,0.0,False,False,False,False,False
2016-07-22,0.33,59,73,67,8.28,0.0,True,False,False,False,False
2016-07-23,0.0,58,73,63,5.14,0.0,False,False,False,False,False
2016-07-24,0.0,58,81,67,9.62,0.0,False,False,False,False,False
2016-07-25,0.0,59,86,72,6.26,0.0,False,False,False,False,False
2016-07-26,0.0,59,78,67,4.92,0.0,False,False,False,False,False
2016-07-27,0.0,56,84,68,7.16,0.0,False,False,False,False,False
2016-07-28,0.0,61,88,74,8.28,0.0,False,False,False,False,False
2016-07-29,0.0,62,89,76,8.05,0.0,False,False,False,False,False
2016-07-30,0.0,57,75,69,9.17,0.0,False,False,False,False,False
2016-07-31,0.0,56,72,63,7.61,0.0,False,False,False,False,False
2016-08-01,0.0,53,77,61,5.82,0.0,True,True,False,False,False
2016-08-02,0.13,57,71,63,8.05,0.0,True,False,False,False,False
2016-08-03,0.0,58,76,63,6.93,0.0,False,False,False,False,True
2016-08-04,0.0,56,82,68,10.07,0.0,False,False,False,False,False
2016-08-05,0.0,57,79,68,6.49,0.0,False,False,False,False,False
2016-08-06,0.0,54,71,62,5.82,0.0,False,False,False,False,False
2016-08-07,0.03,57,69,62,7.16,0.0,True,False,False,False,False
2016-08-08,0.0,56,73,61,6.49,0.0,False,False,False,False,False
2016-08-09,0.0,58,71,63,6.26,0.0,False,False,False,False,False
2016-08-10,0.0,58,76,64,6.04,0.0,False,False,False,False,False
2016-08-11,0.0,58,81,69,8.5,0.0,False,False,False,False,False
2016-08-12,0.0,63,90,74,7.38,0.0,False,False,False,False,False
2016-08-13,0.0,64,91,77,5.82,0.0,False,False,False,False,False
2016-08-14,0.0,57,85,73,6.71,0.0,False,False,False,False,False
2016-08-15,0.0,57,83,71,5.37,0.0,False,False,False,False,False
2016-08-16,0.0,56,83,67,6.04,0.0,True,True,False,False,False
2016-08-17,0.0,56,80,69,7.38,0.0,True,False,False,False,False
2016-08-18,0.0,60,87,73,9.62,0.0,False,False,False,False,False
2016-08-19,0.0,69,95,81,11.63,0.0,False,False,False,False,False
2016-08-20,0.0,62,91,78,4.25,0.0,False,False,False,False,False
2016-08-21,0.0,57,73,69,10.74,0.0,False,False,False,False,False
2016-08-22,0.0,55,72,62,6.26,0.0,False,False,False,False,False
2016-08-23,0.0,54,80,66,7.16,0.0,False,False,False,False,False
2016-08-24,0.0,58,85,71,7.61,0.0,False,False,False,False,False
2016-08-25,0.0,61,91,76,7.16,0.0,False,False,False,False,False
2016-08-26,0.0,64,92,77,4.25,0.0,False,False,False,False,False
2016-08-27,0.0,58,73,72,11.41,0.0,False,False,False,False,False
2016-08-28,0.0,55,70,62,5.14,0.0,False,False,False,False,False
2016-08-29,0.0,53,79,62,3.8,0.0,False,False,False,False,True
2016-08-30,0.0,56,71,64,8.05,0.0,False,False,False,False,False
2016-08-31,0.01,58,69,63,8.05,0.0,False,False,False,False,False
2016-09-01,0.17,56,66,62,8.05,0.0,True,False,False,False,False
2016-09-02,0.05,55,69,60,11.18,0.0,True,False,False,False,False
2016-09-03,0.0,54,69,60,7.38,0.0,False,False,False,False,False
2016-09-04,0.0,51,70,59,4.7,0.0,False,False,False,False,False
2016-09-05,0.01,54,64,59,7.38,0.0,False,False,False,False,False
2016-09-06,0.42,55,65,59,3.8,0.0,True,False,False,False,False
2016-09-07,0.04,57,66,61,8.28,0.0,True,False,False,False,False
2016-09-08,0.03,55,70,61,7.38,0.0,True,False,False,False,False
2016-09-09,0.0,50,73,61,5.59,0.0,False,False,False,False,False
2016-09-10,0.0,54,77,64,4.25,0.0,False,False,False,False,False
2016-09-11,0.0,55,70,62,6.71,0.0,False,False,False,False,False
2016-09-12,0.0,54,75,62,11.63,0.0,False,False,False,False,False
2016-09-13,0.0,51,77,65,7.16,0.0,False,False,False,False,False
2016-09-14,0.0,51,78,64,5.82,0.0,False,False,False,False,False
2016-09-15,0.0,52,72,61,4.25,0.0,False,False,False,False,False
2016-09-16,0.0,52,74,61,4.7,0.0,False,False,False,False,False
2016-09-17,0.22,57,67,62,11.86,0.0,True,False,False,False,False
2016-09-18,0.0,54,68,59,7.83,0.0,False,False,False,False,False
2016-09-19,0.08,53,68,61,11.41,0.0,True,False,False,False,False
2016-09-20,0.0,49,67,58,6.71,0.0,False,False,False,False,False
2016-09-21,0.0,52,68,58,8.5,0.0,False,False,False,False,False
2016-09-22,0.0,49,65,57,7.83,0.0,False,False,False,False,False
2016-09-23,0.01,53,63,56,10.51,0.0,True,False,False,False,False
2016-09-24,0.0,53,66,58,4.47,0.0,False,False,False,False,False
2016-09-25,0.0,58,76,64,5.82,0.0,False,False,False,False,False
2016-09-26,0.0,53,77,64,5.82,0.0,False,False,False,False,False
2016-09-27,0.02,54,69,66,10.51,0.0,True,False,False,False,False
2016-09-28,0.0,52,67,58,7.83,0.0,False,False,False,False,False
2016-09-29,0.0,47,66,57,5.14,0.0,False,False,False,False,False
2016-09-30,0.0,46,65,55,5.37,0.0,True,True,False,False,False
2016-10-01,0.05,50,63,56,7.38,0.0,False,False,False,False,False
2016-10-02,0.0,50,63,56,4.03,0.0,False,False,False,False,False
2016-10-03,0.0,49,60,55,6.93,0.0,False,False,False,False,False
2016-10-04,0.13,52,60,55,9.62,0.0,True,False,False,False,False
2016-10-05,0.04,52,65,56,5.59,0.0,False,False,False,False,False
2016-10-06,0.31,53,62,57,9.62,0.0,True,False,False,False,False
2016-10-07,0.11,53,63,56,11.41,0.0,True,False,False,False,False
2016-10-08,0.61,52,65,57,11.63,0.0,True,False,False,False,False
2016-10-09,0.06,48,56,56,6.04,0.0,True,False,False,False,False
2016-10-10,0.0,45,60,51,5.59,0.0,True,True,False,False,False
2016-10-11,0.0,43,62,51,8.05,0.0,False,False,False,False,False
2016-10-12,0.01,43,66,54,3.8,0.0,False,False,False,False,False
2016-10-13,1.75,51,59,55,10.74,0.0,True,False,False,False,False
2016-10-14,1.36,50,57,54,15.88,0.0,True,False,False,False,False
2016-10-15,0.73,50,62,52,14.32,0.0,True,False,True,False,False
2016-10-16,0.56,50,60,54,8.28,0.0,True,False,False,False,False
2016-10-17,0.17,50,59,53,9.84,0.0,True,False,False,False,False
2016-10-18,0.08,49,58,53,10.74,0.0,True,False,False,False,False
2016-10-19,0.22,45,58,51,4.92,0.0,True,False,False,False,False
2016-10-20,1.19,50,60,53,8.5,0.0,True,False,False,False,False
2016-10-21,0.02,48,57,53,7.38,0.0,False,False,False,False,False
2016-10-22,0.05,44,62,51,3.36,0.0,True,False,False,False,False
2016-10-23,0.12,49,62,55,6.26,0.0,False,False,False,False,False
2016-10-24,0.1,51,63,56,7.61,0.0,True,False,False,False,False
2016-10-25,0.0,50,63,55,11.18,0.0,False,False,False,False,False
2016-10-26,1.23,52,58,55,8.05,0.0,True,False,False,False,False
2016-10-27,0.04,52,58,55,7.16,0.0,False,False,False,False,False
2016-10-28,0.0,50,67,56,7.61,0.0,False,False,False,False,False
2016-10-29,0.19,48,60,56,4.92,0.0,True,False,False,False,False
2016-10-30,0.26,44,52,50,6.93,0.0,True,False,False,False,False
2016-10-31,0.66,49,57,52,10.07,0.0,True,False,False,False,False
2016-11-01,0.22,50,56,52,9.17,0.0,True,False,False,False,False
2016-11-02,0.46,51,56,53,7.38,0.0,True,False,False,False,False
2016-11-03,0.0,48,65,54,4.47,0.0,False,False,False,False,False
2016-11-04,0.0,42,63,53,4.03,0.0,True,True,False,False,False
2016-11-05,1.31,51,60,57,6.93,0.0,True,False,False,False,False
2016-11-06,0.12,48,60,53,7.16,0.0,True,False,False,False,False
2016-11-07,0.04,50,66,56,4.92,0.0,True,False,False,False,False
2016-11-08,0.0,49,70,58,5.59,0.0,False,False,False,False,False
2016-11-09,0.24,51,64,58,6.71,0.0,True,False,False,False,False
2016-11-10,0.0,45,62,54,3.8,0.0,True,True,False,False,False
2016-11-11,0.0,52,61,57,2.46,0.0,False,False,False,False,False
2016-11-12,0.1,48,58,57,12.97,0.0,True,False,False,False,False
2016-11-13,0.24,47,54,51,8.05,0.0,True,False,False,False,False
2016-11-14,0.31,50,57,53,5.82,0.0,True,False,False,False,False
2016-11-15,1.08,46,54,51,10.96,0.0,True,False,False,False,False
2016-11-16,0.2,43,50,46,6.49,0.0,False,False,False,False,False
2016-11-17,0.0,41,51,46,4.25,0.0,False,False,False,False,False
2016-11-18,0.0,39,54,46,12.3,0.0,False,False,False,False,False
2016-11-19,0.04,48,57,51,10.51,0.0,False,False,False,False,False
2016-11-20,0.01,47,57,53,10.07,0.0,False,False,False,False,False
2016-11-21,0.02,44,53,49,10.07,0.0,False,False,False,False,False
2016-11-22,0.45,43,53,47,8.5,0.0,True,False,False,False,False
2016-11-23,0.13,42,48,46,11.18,0.0,True,False,False,False,False
2016-11-24,0.66,46,51,47,12.53,0.0,True,False,False,False,False
2016-11-25,0.01,41,52,47,5.82,0.0,False,False,False,False,False
2016-11-26,0.38,43,51,49,6.71,0.0,True,False,False,False,False
2016-11-27,0.32,42,47,44,10.07,0.0,True,False,False,False,False
2016-11-28,0.0,40,50,45,6.26,0.0,False,False,False,False,False
2016-11-29,0.04,41,51,46,6.26,0.0,False,False,False,False,False
2016-11-30,0.1,43,50,46,14.09,0.0,True,False,False,False,False
2016-12-01,0.01,40,46,44,6.93,0.0,True,False,False,False,False
2016-12-02,0.27,44,49,45,11.41,0.0,True,False,False,False,False
2016-12-03,0.18,44,48,46,13.87,0.0,True,False,False,False,False
2016-12-04,0.17,35,45,43,8.72,0.0,True,False,False,False,False
2016-12-05,0.24,33,39,37,8.05,0.0,True,False,False,False,False
2016-12-06,0.0,31,40,35,7.61,0.0,True,True,False,False,False
2016-12-07,0.0,28,38,33,11.18,0.0,False,False,False,False,False
2016-12-08,0.06,30,38,34,14.32,0.5,True,False,False,False,False
2016-12-09,0.34,31,36,33,12.75,0.5,True,False,False,False,False
2016-12-10,0.18,35,44,38,12.3,0.0,True,False,False,False,False
2016-12-11,0.09,39,42,41,13.87,0.0,True,False,False,False,False
2016-12-12,0.09,37,42,40,8.95,0.0,True,False,False,False,False
2016-12-13,0.0,31,38,37,10.51,0.0,True,False,False,False,False
2016-12-14,0.0,30,39,33,13.87,0.0,False,False,False,False,False
2016-12-15,0.0,32,38,34,6.93,0.0,False,False,False,False,False
2016-12-16,0.0,25,34,32,8.5,0.0,False,False,False,False,False
2016-12-17,0.0,23,33,28,5.37,0.0,False,False,False,False,False
2016-12-18,0.0,27,39,32,5.82,0.0,False,False,False,False,False
2016-12-19,0.81,35,45,39,10.51,0.0,True,False,False,False,False
2016-12-20,0.01,40,50,45,14.32,0.0,True,False,False,False,False
2016-12-21,0.0,34,47,42,4.03,0.0,False,False,False,False,False
2016-12-22,0.3,33,44,39,6.71,0.0,True,False,False,False,False
2016-12-23,0.58,35,39,39,5.37,0.0,True,False,False,False,False
2016-12-24,0.1,35,40,37,2.01,0.0,True,False,False,False,False
2016-12-25,0.0,33,42,36,4.25,0.0,True,True,False,False,False
2016-12-26,0.29,33,42,36,8.5,0.0,True,False,False,False,False
2016-12-27,0.05,40,44,41,15.21,0.0,True,False,False,False,False
2016-12-28,0.0,38,47,41,8.72,0.0,False,False,False,False,False
2016-12-29,0.05,40,48,42,8.5,0.0,True,False,False,False,False
2016-12-30,0.02,34,45,42,6.93,0.0,False,False,False,False,False
2016-12-31,0.03,29,38,34,8.05,0.0,True,False,False,False,False
2017-01-01,0.43,28,37,35,9.62,3.0,True,False,False,False,False
2017-01-02,0.0,26,34,32,10.51,0.0,False,False,False,False,False
2017-01-03,0.0,21,33,27,11.86,0.0,False,False,False,False,True
2017-01-04,0.0,22,36,27,10.96,0.0,False,False,False,False,False
2017-01-05,0.0,21,35,28,5.82,0.0,False,False,False,False,False
2017-01-06,0.0,20,40,29,6.26,0.0,False,False,False,False,False
2017-01-07,0.0,29,37,33,13.42,0.0,False,False,False,False,False
2017-01-08,0.45,35,45,37,11.86,0.0,True,False,False,False,False
2017-01-09,0.05,34,42,39,7.83,0.0,True,True,False,False,False
2017-01-10,0.07,32,40,37,13.65,0.0,True,False,False,False,False
2017-01-11,0.0,28,34,32,12.08,0.0,False,False,False,False,False
2017-01-12,0.0,25,40,31,6.04,0.0,False,False,False,False,False
2017-01-13,0.0,25,37,31,6.04,0.0,False,False,False,False,False
2017-01-14,0.0,26,44,34,4.92,0.0,False,False,False,False,False
2017-01-15,0.0,27,43,34,3.13,0.0,True,False,False,False,False
2017-01-16,0.0,30,45,36,4.03,0.0,False,False,False,False,False
2017-01-17,1.74,39,49,43,4.7,0.0,True,False,False,False,False
2017-01-18,1.21,44,53,46,10.74,0.0,True,False,False,False,False
2017-01-19,0.09,41,50,46,9.84,0.0,False,False,False,False,False
2017-01-20,0.0,37,52,46,9.4,0.0,False,False,False,False,False
2017-01-21,0.05,40,54,45,4.03,0.0,False,False,False,False,False
2017-01-22,0.08,37,49,45,8.72,0.0,False,False,False,False,False
2017-01-23,0.0,34,48,41,4.92,0.0,False,False,False,False,False
2017-01-24,0.0,31,43,37,2.46,0.0,True,False,False,False,False
2017-01-25,0.0,35,44,38,2.68,0.0,False,False,False,False,False
2017-01-26,0.0,41,47,43,2.91,0.0,True,False,False,False,False
2017-01-27,0.0,37,54,44,5.82,0.0,False,False,False,False,False
2017-01-28,0.0,37,52,45,5.37,0.0,False,False,False,False,False
2017-01-29,0.03,37,48,43,8.28,0.0,True,False,False,False,False
2017-01-30,0.02,40,45,44,9.17,0.0,True,False,False,False,False
2017-01-31,0.0,34,44,41,11.18,0.0,False,False,False,False,False
2017-02-01,0.0,29,43,36,15.43,0.0,False,False,False,False,False
2017-02-02,0.01,32,44,38,13.87,0.0,False,False,False,False,False
2017-02-03,0.7,34,40,37,8.5,0.0,True,False,False,False,False
2017-02-04,0.94,37,46,41,8.72,0.0,True,False,False,False,False
2017-02-05,0.82,33,41,39,10.96,2.0,True,False,False,False,False
2017-02-06,0.65,30,37,33,9.4,5.1,True,True,False,False,False
2017-02-07,0.01,30,38,35,7.16,0.0,False,False,False,False,False
2017-02-08,0.7,34,40,36,6.49,0.0,True,False,False,False,False
2017-02-09,1.63,39,56,44,13.2,0.0,True,False,True,False,False
2017-02-10,0.02,39,48,47,17.22,0.0,True,False,False,False,False
2017-02-11,0.0,38,49,41,7.83,0.0,False,False,False,False,False
2017-02-12,0.0,34,51,41,5.59,0.0,False,False,False,False,False
2017-02-13,0.0,35,57,42,8.28,0.0,False,False,False,False,False
2017-02-14,0.23,36,58,45,4.03,0.0,True,False,False,False,False
2017-02-15,1.63,45,54,49,7.83,0.0,True,False,False,False,False
2017-02-16,0.5,46,53,51,10.51,0.0,True,False,False,False,False
2017-02-17,0.01,42,56,48,9.84,0.0,False,False,False,False,False
2017-02-18,0.15,42,45,44,8.28,0.0,True,False,False,False,False
2017-02-19,0.06,40,47,44,8.5,0.0,False,False,False,False,False
2017-02-20,0.2,40,45,43,6.71,0.0,True,False,False,False,False
2017-02-21,0.07,39,48,43,7.38,0.0,True,False,False,False,False
2017-02-22,0.0,35,46,41,4.92,0.0,False,False,False,False,False
2017-02-23,0.01,34,44,38,3.8,0.0,True,False,False,False,False
2017-02-24,0.0,32,47,37,4.03,0.0,False,False,False,False,False
2017-02-25,0.01,32,44,39,7.16,0.0,False,False,False,False,False
2017-02-26,0.33,35,41,39,7.38,0.0,True,False,False,False,False
2017-02-27,0.16,33,41,38,8.5,0.1,True,False,False,False,False
2017-02-28,0.01,33,47,37,8.72,0.0,True,True,False,False,False
2017-03-01,0.02,41,49,44,13.87,0.0,True,False,False,False,False
2017-03-02,0.09,41,47,44,10.51,0.0,False,False,False,False,False
2017-03-03,0.36,39,51,47,14.09,0.0,True,False,False,False,False
2017-03-04,0.04,34,46,41,7.61,0.0,False,False,False,False,False
2017-03-05,0.0,34,45,40,13.42,0.0,False,False,False,False,False
2017-03-06,0.0,35,43,38,13.42,0.0,False,False,False,False,False
2017-03-07,0.75,35,42,37,8.72,0.0,True,False,False,False,False
2017-03-08,0.13,37,43,41,10.74,0.0,True,False,False,False,False
2017-03-09,0.7,39,49,39,6.04,0.0,True,True,False,False,False
2017-03-10,0.03,44,52,48,12.53,0.0,True,False,False,False,False
2017-03-11,0.37,40,53,45,10.74,0.0,True,True,False,False,False
2017-03-12,0.02,45,53,48,7.16,0.0,True,False,False,False,False
2017-03-13,0.65,47,53,50,5.59,0.0,True,False,False,False,False
2017-03-14,0.39,48,57,52,10.51,0.0,True,False,False,False,False
2017-03-15,0.81,44,50,50,7.16,0.0,True,False,False,False,False
2017-03-16,0.0,39,52,45,10.29,0.0,False,False,False,False,False
2017-03-17,0.68,37,53,43,4.92,0.0,True,False,False,False,False
2017-03-18,0.34,35,57,48,13.65,0.0,True,False,False,False,False
